participante,comentário
f2d72cbf-07dd-4592-9ed1-c74275748cb7,palestras incríveis
90323ec9-1991-46bd-bc2a-4a3d8804cf71,muito bom
70b31d7a-c046-4859-9881-10574c9611c1,atividades muito interessantes
70b31d7a-c046-4859-9881-10574c9611c1,o wit é meu evento favorito
c5b8399a-a600-4d95-86c9-4de0d38c3d25,muito bommm
c5b8399a-a600-4d95-86c9-4de0d38c3d25,cada minuto vale a pena
90323ec9-1991-46bd-bc2a-4a3d8804cf71,amei participar
4d59d2bb-694c-4bf2-b444-3b4b967095f1,o fórum está maravilhoso
4d59d2bb-694c-4bf2-b444-3b4b967095f1,muito inspirador
29c31113-a01c-48e9-b475-a6963c13f3b6,extremamente interessante
29c31113-a01c-48e9-b475-a6963c13f3b6,"necessária, a estrutura magnifica"
00256042-e094-477c-b716-28f2b7e561de,amando o fórum
00256042-e094-477c-b716-28f2b7e561de,amando a apresentação dos projetos 😍
29c31113-a01c-48e9-b475-a6963c13f3b6,palestra maravilhosa
ce4b41b3-8b58-4d8c-9cb8-5bf7133c59d4,vale cada minuto
ce4b41b3-8b58-4d8c-9cb8-5bf7133c59d4,muito bom
6dd05336-2244-4230-bb22-31b592f2e3f8,achei bem esclarecedora
6dd05336-2244-4230-bb22-31b592f2e3f8,", como menina, me motivei a buscar mais oportunidades na área"
251569e1-42c3-4c32-b8db-d8b8b9741d5b,excelente dia
ce4b41b3-8b58-4d8c-9cb8-5bf7133c59d4,momento inspirador
262af184-23c3-4cb4-8231-04a142217d69,muito boa as palestras
262af184-23c3-4cb4-8231-04a142217d69,ótima experiência aprender com essas mulheres
54a3a419-9b19-44e8-8c62-7054a2142eba,tudo incrível
54a3a419-9b19-44e8-8c62-7054a2142eba,palestra muito interessante
02e1032e-bbbf-4f0a-b350-645b9923a7f4,amei
02e1032e-bbbf-4f0a-b350-645b9923a7f4,perfeitas
fe69c798-5373-4255-831b-9a1ce468c5d6,fórum meninas digitais está sendo muito interessante por ver como os projetos parceiros estão atuando
fe69c798-5373-4255-831b-9a1ce468c5d6,tendo resultados incríveis
c90f49e7-30eb-4954-bad6-ff13e4342a57,ansiosa para esse 2 dia
ce4b41b3-8b58-4d8c-9cb8-5bf7133c59d4,amei
c90f49e7-30eb-4954-bad6-ff13e4342a57,dia cheio de programações maravilhosas
c44a6e4a-9181-4d20-94cb-c3d5e05fd31c,muito bom
47ac28d9-6e77-4392-b392-960bd5825559,o wit é muito inspirador para nós meninas 🤩
4d59d2bb-694c-4bf2-b444-3b4b967095f1,gostei muito do projeto minascoders
4d59d2bb-694c-4bf2-b444-3b4b967095f1,muito inspirador
6e490da9-d604-49fa-b782-7cc09c1615d3,a organização esse ano está ainda mais impecável
6e490da9-d604-49fa-b782-7cc09c1615d3,que oportunidade incrível conhecer tantas mulheres inspiradoras
47ac28d9-6e77-4392-b392-960bd5825559,é maravilhoso saber que existem muitas outras meninas na área de computação ❤️
268e12fc-6012-41e0-9301-483b58059c69,muito bom ver o que os outros grupos estão fazendo
3406c3d7-f8f1-4db4-9d3f-06b9d53fa541,🩷🩷🩷
3406c3d7-f8f1-4db4-9d3f-06b9d53fa541,👏👏👏
6dd05336-2244-4230-bb22-31b592f2e3f8,muito bom o evento
268e12fc-6012-41e0-9301-483b58059c69,muitas ideias pra melhorar os projetos que coordeno
6dd05336-2244-4230-bb22-31b592f2e3f8,bem esclarecedor
6dd05336-2244-4230-bb22-31b592f2e3f8,inspirador
c44a6e4a-9181-4d20-94cb-c3d5e05fd31c,gostei muito das palestras
c44a6e4a-9181-4d20-94cb-c3d5e05fd31c,dos momentos de integração
c44a6e4a-9181-4d20-94cb-c3d5e05fd31c,network com as meninas
6dd05336-2244-4230-bb22-31b592f2e3f8,motivou muito
34191d68-5e12-4c00-aa49-d5df3fba23d2,evento maravilhoso
749521d4-f169-4aaa-9819-b044a00d1e34,"muito boa a palestra da rnp, a historia é inspiradora"
b787555f-cd18-4a0b-9e20-493282185ddd,é maravilhoso ver como esses projetos estão espalhados por todo o país
c44a6e4a-9181-4d20-94cb-c3d5e05fd31c,amei
4b19c21f-0936-4c69-ae25-18f84c9119a3,as palestras estao sendo incríveis
4b19c21f-0936-4c69-ae25-18f84c9119a3,nao conhecia de perto o projeto
4b19c21f-0936-4c69-ae25-18f84c9119a3,estou adorando
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,muitos projetos incríveis
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,parabéns a todos
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,que projeto lindo
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,parabéns
4b19c21f-0936-4c69-ae25-18f84c9119a3,"os posters foram incríveis, tive varias ideidas pra projetos"
7bdbb107-592f-478c-8b8d-412b4ac508ba,é realmente inspirador participar desses eventos com a wit
7bdbb107-592f-478c-8b8d-412b4ac508ba,muito bem organizado
ce865dbf-5b15-47b6-9578-7f6bdb3471c6,a palestra foi muito inovadora
ce865dbf-5b15-47b6-9578-7f6bdb3471c6,bem informativa
ce865dbf-5b15-47b6-9578-7f6bdb3471c6,a dinâmica da palestra não é chata
0b4761ba-7672-4bde-89c3-74f013f2b163,vamos mais um dia
0b4761ba-7672-4bde-89c3-74f013f2b163,o melhor evento do csbc
d230aaa6-976f-49bd-bb8a-21d45dec64ab,parabéns
d230aaa6-976f-49bd-bb8a-21d45dec64ab,muito bem
a4526431-24ef-4045-8981-a19a451487ac,os projetos apresentados foram muuto bons
d32d63c1-02f8-4d06-9fdb-6dfed1c37967,muito legal ver o crescimento de projetos de incetivo a meninas
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,amei o evento
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,inovador esse projeto
c55ff755-bd00-4af8-b6ed-ed43007446b3,muito inspirador ver projetos nacionais do meninas digitais
5244efbb-01d2-4f7e-b505-4fd32300baff,estou chegando pra mais um dia
5244efbb-01d2-4f7e-b505-4fd32300baff,uhuuu
67959b7b-0a25-4354-a35e-f5974a549323,muito bom conhecer todos esses projetos
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,"o fórum foi super legal de assistir, para conhecer os projetos"
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,entender as ideias de cada um
98407e6b-7f8d-4182-abe5-b3d92e3d6f11,muito bom
98407e6b-7f8d-4182-abe5-b3d92e3d6f11,ótimo
429ddec8-9edb-4757-ab8b-fcdb61defd4e,as professoras que têm projetos voltados ao em: algumas das meninas já se formaram
429ddec8-9edb-4757-ab8b-fcdb61defd4e,"se sim, elas se interessaram em seguir na área"
a24b5393-ee39-4272-8f84-7f95fa794341,conhecer os projetos nos fóruns é perfeito
c55ff755-bd00-4af8-b6ed-ed43007446b3,muito feliz de estar aqui 🤗
de8d707d-b7b7-43bd-9191-a060a88bb761,oportunidade incrível de conhecer outros projetos 🤩
2b305129-cc14-4538-8075-78b26f65f34f,adorei o espaço que foi aberto para o público tirar dúvidas em relação aos projetos
2b305129-cc14-4538-8075-78b26f65f34f,uma ótima oportunidade de interação
d90a7533-8a3c-4a1e-9221-2185fdeaec90,estou amando participar do wit
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,muito importante os projetos parceiros compartilharem suas experiências de sucessos para inspirarem os outros
8b1e1d3e-9c74-43ce-bbc4-77d5689bf024,uma excelente troca de conhecimento
8b1e1d3e-9c74-43ce-bbc4-77d5689bf024,maravilhosas
00da94da-eaf9-4790-a6fe-fe7b33931c70,sensacional os projetos também chegarem em ambiente de vulnerabilidade socioeconômica
d90a7533-8a3c-4a1e-9221-2185fdeaec90,tá sendo incrível fazer parte disso tudo
a6584b5b-822e-4c85-be5b-e91db87dc16e,"adorei conhecer outros projetos, muitas possibilidades de parcerias"
3efe71e2-c0d5-4596-b566-0ef34e7ff13d,"as apresentações foram incríveis nesse primeira roda de conversa, estou ansiosa para a da embraer"
b0bd5290-3dd4-4593-99b9-c1055814408b,esse wit tá bom demais
2d008ba4-8834-40ce-9c01-468181373d96,ótimo fórum ♥️
20280073-68fe-4304-9f54-d23b1663fe33,tá sendo ótima
20280073-68fe-4304-9f54-d23b1663fe33,interativa
51dee22d-fc70-4bc4-b8ad-c757599b8ba8,experiência incrível
20280073-68fe-4304-9f54-d23b1663fe33,adoro a organização
20280073-68fe-4304-9f54-d23b1663fe33,o cuidado com o evento
c713c63b-4cef-4df5-8b95-372a1fabe5fa,"achei ótimo a palestra da parte da manhã, dirigida pela aleteia"
29c31113-a01c-48e9-b475-a6963c13f3b6,palestra incrível
29c31113-a01c-48e9-b475-a6963c13f3b6,necessária
29c31113-a01c-48e9-b475-a6963c13f3b6,parabéns
93780366-368f-4230-aa79-3ac4dca0bec6,mais um dia incrível
936c9115-1651-46b3-8773-bdd88526fc2f,amei a programação
bf25caf2-133a-4e49-af4f-273e12e2009e,"evento lindo, organização maravilhosa"
f9ff0b83-ae39-447d-b0f0-4714731e87c0,amando as dinâmicasss
f9ff0b83-ae39-447d-b0f0-4714731e87c0,muito boas palestras
bf25caf2-133a-4e49-af4f-273e12e2009e,parabéns a todas organizadoras do evento
4805f191-e04f-47a2-aca3-c39b484e29a5,gostei de conhecer os projetos
4805f191-e04f-47a2-aca3-c39b484e29a5,vou levar algumas ideias para os projetos que temos aqui
575e397c-e7d3-4587-9a09-46e3df1ccdf4,estou adorando o evento
575e397c-e7d3-4587-9a09-46e3df1ccdf4,oportunidade de reencontrar pessoas maravilhosas ❤️
79fef718-42f9-41fd-b7b1-36943233fdba,parabéns pelo evento
79fef718-42f9-41fd-b7b1-36943233fdba,muito inspirador
79fef718-42f9-41fd-b7b1-36943233fdba,amei a ideia de engajamento com estratégias de gamificação
79fef718-42f9-41fd-b7b1-36943233fdba,o acolhimento no evento foi ótimo
79fef718-42f9-41fd-b7b1-36943233fdba,parabéns
51dee22d-fc70-4bc4-b8ad-c757599b8ba8,palestra otimaaaa
631b69a6-0a28-4aac-93e4-ae024e5efc3b,"somos oi, meninas da uern"
631b69a6-0a28-4aac-93e4-ae024e5efc3b,estamos no segundo dia do wit
631b69a6-0a28-4aac-93e4-ae024e5efc3b,coloquem nosso adesivo no seu crachá 😍😍😍😍
699121e7-c258-43d0-9ede-fdbd0daeb1b5,excelente
699121e7-c258-43d0-9ede-fdbd0daeb1b5,gostaria de saber se há grupo de zap com os participantes dos projetos parceiros
699121e7-c258-43d0-9ede-fdbd0daeb1b5,projetos aprovados no cnpq
ccf1aa16-c6a5-4d78-85ab-a43ad8256de3,maravilhoso💗
0420c57a-0aa8-45b1-9166-f455c0711707,incrível ver a participação feminina em cargos de liderança na engie
631b69a6-0a28-4aac-93e4-ae024e5efc3b,"nossas meninas estão distribuindo nossos adesivos, nos ajudem a divulgar nosso projeto"
631b69a6-0a28-4aac-93e4-ae024e5efc3b,levem essa lembranca pra casa ❤️
631b69a6-0a28-4aac-93e4-ae024e5efc3b,"oi, meninas - uern"
429ddec8-9edb-4757-ab8b-fcdb61defd4e,o fórum foi incrível
0708d7a9-ed61-4c3c-9a29-dd8d999363e3,fórum maravilhoso
b787555f-cd18-4a0b-9e20-493282185ddd,"""começar trabalhando a base"" 
é exatamente isso que precisamos fazer se quisermos consolidar a ciência para o futuro"
c49c15fe-dc85-4357-b9ea-0311374c56f8,muito boa palestra da engie
c49c15fe-dc85-4357-b9ea-0311374c56f8,amei
4bc0a904-0a38-4b33-b1de-cab5ea9cf808,bom dms
c5f537b2-2d25-4784-88c0-7d434cd447d9,já queremos nossa camisaaa🫶🏼💙
4bc0a904-0a38-4b33-b1de-cab5ea9cf808,interessante
3e429152-f456-498f-9abb-459b5388f42d,"fiquei curiosa em relação a engie, nao sabia que eles tinham tantas ações positivas quanto a diversidade"
c5f537b2-2d25-4784-88c0-7d434cd447d9,"segundo diaaaa, podiam ter mais três 🤍"
1bfbf56f-28e4-4dee-874f-83823030bda3,que iniciativa incrível da engie
1bfbf56f-28e4-4dee-874f-83823030bda3,interessante trilha de carreiras femininas
d7cc7b23-8be1-497b-ae4a-23b538971629,esse ano está incrível
d7cc7b23-8be1-497b-ae4a-23b538971629,obrigada a toda organização
3e429152-f456-498f-9abb-459b5388f42d,já fui buscar mais informações sobre a engie
3e429152-f456-498f-9abb-459b5388f42d,ansiosa para acompanhar as oportunidades que aparecerão
936c9115-1651-46b3-8773-bdd88526fc2f,ansiosa para os posteres dos projetos parceiros
5244efbb-01d2-4f7e-b505-4fd32300baff,trajetórias inspiradoras
69ff38b0-ff54-47d7-bee7-cccd757b6ed4,muito bom
69ff38b0-ff54-47d7-bee7-cccd757b6ed4,excelente
c04b5ba6-0939-443f-93db-54b15820e804,muito enriquecedora a palestra
c04b5ba6-0939-443f-93db-54b15820e804,muito legal conhecer a história da nazaré ❤️
575e397c-e7d3-4587-9a09-46e3df1ccdf4,linda história de sucesso
575e397c-e7d3-4587-9a09-46e3df1ccdf4,ótimas lições a nazaré hahne nos presenteou
a31c1cb8-e9bd-4faa-854e-3b114bbb62ed,foi ótimo escutar a nazaré falando
a31c1cb8-e9bd-4faa-854e-3b114bbb62ed,me sentindo grata por participar desse evento de mulheres maravilhosas
2dda6d0e-c0bf-4094-9dd0-82540de1cfaa,partiu mais um dia de wit
00da94da-eaf9-4790-a6fe-fe7b33931c70,eu acho fantástico esse compartilhamento sobre as questões da maternidade durante a carreira
6933d6a3-26d4-4177-97e9-e7325d50bfaa,nazaré como foi retornar as atividades profissionais após a licença maternidade
2dda6d0e-c0bf-4094-9dd0-82540de1cfaa,evento maravilhoso
2dda6d0e-c0bf-4094-9dd0-82540de1cfaa,ansioso pela troca de brindes kkkkkk
5c7c797e-febc-42ad-883a-7aaefc221bb2,gostei muito da maneira como elas falaram da carreira
be28feaa-bc8c-45e6-b109-e943185c33f5,foi inspirador acompanhar discussões tão relevantes
be28feaa-bc8c-45e6-b109-e943185c33f5,"ver tantas iniciativas comprometidas com inclusão, diversidade"
be28feaa-bc8c-45e6-b109-e943185c33f5,transformação social
f968ccfe-0100-4760-818b-0d85fd912a70,"adorei a palestra, pude conhecer muitos projetos"
f968ccfe-0100-4760-818b-0d85fd912a70,achei muito interessante
1786d3f2-753e-4080-9072-ac468788a5fc,estou amando o evento do wit
1b58aa1e-e0c5-485a-8317-7bbe5c074e42,"participar do wit foi uma oportunidade única de aprendizado, conexão"
1b58aa1e-e0c5-485a-8317-7bbe5c074e42,inspiração
1b58aa1e-e0c5-485a-8317-7bbe5c074e42,cada fala reafirmou a importância de promover espaços que incentivem a presença
1b58aa1e-e0c5-485a-8317-7bbe5c074e42,a permanência de mulheres na tecno
5c7c797e-febc-42ad-883a-7aaefc221bb2,muito interessante a explicativa sobre o move to clound
1b58aa1e-e0c5-485a-8317-7bbe5c074e42,"tantas mulheres incríveis reunidas, trocando experiências, fortalecendo umas às outras"
1b58aa1e-e0c5-485a-8317-7bbe5c074e42,mostrando que lugar de mulher é onde ela quiser — inclusive (
1b58aa1e-e0c5-485a-8317-7bbe5c074e42,principalmente) na tecnologia
454aed9e-698f-45b7-bd91-93f4a4e6aa1d,muito legal a palestra
4107402a-0788-48e0-a8bc-b81a6df7bf64,muito obrigado pelo evento
454aed9e-698f-45b7-bd91-93f4a4e6aa1d,muito conhecimento compartilhado
4107402a-0788-48e0-a8bc-b81a6df7bf64,evento mto importante
a6584b5b-822e-4c85-be5b-e91db87dc16e,as ações da engie são interessantes
a6584b5b-822e-4c85-be5b-e91db87dc16e,geram oportunidades inclusivas
e9b594f7-6309-4190-9032-4dde803e2d6a,animada para hoje😄🩷🩷🩷
a4526431-24ef-4045-8981-a19a451487ac,inspiradora a palestra da engie
a4526431-24ef-4045-8981-a19a451487ac,muito bom
51dee22d-fc70-4bc4-b8ad-c757599b8ba8,palestra completa
0708d7a9-ed61-4c3c-9a29-dd8d999363e3,que palestra inspiradora
8a9fc84a-4a91-46ee-b112-e39d627e2abd,estou gostando muito da palestra da engie
a2172412-8829-44fe-a1bb-c21eb82571aa,a palestra das meninas da envie foi muito boa
a2172412-8829-44fe-a1bb-c21eb82571aa,inspiradora
9306534e-a4af-407c-a97e-3eab6fa1c918,palestra interessante que as meninas da engie apresentaram
3f3583d6-1037-423a-9a58-0b27ea89d428,"a palestra da engie foi maravilhosa, repleta de conhecimentos"
3f3583d6-1037-423a-9a58-0b27ea89d428,aprendizados
699121e7-c258-43d0-9ede-fdbd0daeb1b5,excelente palestra da engie
97b78585-66fb-4308-ac17-5dec3ad981db,palestra emocionante
97b78585-66fb-4308-ac17-5dec3ad981db,muito importante
97b78585-66fb-4308-ac17-5dec3ad981db,muito bom conhecer mulheres inspiradoras
de8d707d-b7b7-43bd-9191-a060a88bb761,muito legal conhecer mais sobre a engie 🤩
8b928f09-aedb-4ce1-a365-4d56a0839c50,"interessante demais a palestra da engie, ver que as empresas estão começando a se diversificar"
8b928f09-aedb-4ce1-a365-4d56a0839c50,isso que as mulheres exitam em se candidatar as vagas sem estar 100% dos requisitos é muito real
b26c0a2d-f5a9-4708-a4ec-8603756202d8,amei a palestra
b26c0a2d-f5a9-4708-a4ec-8603756202d8,vou passar as informações para minhas alunas
79fef718-42f9-41fd-b7b1-36943233fdba,parabéns pelas iniciativas de diversidade
170840c4-5893-454a-8433-5854baffd2cc,ansiosa para ganhar essa camisa lindaaa
00785be0-171f-446a-9069-97212c12e0e3,"maravilhosas, eu amei"
00785be0-171f-446a-9069-97212c12e0e3,estou adorando casa vez mais
41984732-0ee1-4644-b003-3309c119734d,muito importante esse tema
cc7e1a51-703f-4d8f-b49c-ee6447e0542d,palestras excepcionais
00785be0-171f-446a-9069-97212c12e0e3,"vocês são incríveis, uma palestra melhor que a outra"
41984732-0ee1-4644-b003-3309c119734d,perfeito
c01cfc13-c80c-4c86-872a-da81361b3339,muito muito muito legal a palestra da engie
c01cfc13-c80c-4c86-872a-da81361b3339,muitas dicas boas
cc7e1a51-703f-4d8f-b49c-ee6447e0542d,dúvidas esclarecidas
93780366-368f-4230-aa79-3ac4dca0bec6,"o que me falta mais é autoconfiança no meu próprio conhecimento, obrigada meninas"
9306534e-a4af-407c-a97e-3eab6fa1c918,ótimo conselho dado em relação ao ensino técnico que foi passado pela nazaré
170840c4-5893-454a-8433-5854baffd2cc,wit está sendo sensacional
c04b5ba6-0939-443f-93db-54b15820e804,"me identifiquei muito com a parte da timidez kkkkkk adorei a palestra das meninas, são conselhos muito valiosos ❤️"
b26c0a2d-f5a9-4708-a4ec-8603756202d8,"sou coordenadora de um projeto de extensão vinculado às meninas digitais,"
b26c0a2d-f5a9-4708-a4ec-8603756202d8,nunca olho os editais do cnpq
b26c0a2d-f5a9-4708-a4ec-8603756202d8,participar da mesa redonda me despertou para ficar de olho nesses editais
a2b933ed-8f43-4354-aa77-459b765af699,palestra muito inspiradora
c01cfc13-c80c-4c86-872a-da81361b3339,duas mulheres incríveis nazaré
c01cfc13-c80c-4c86-872a-da81361b3339,muito inspirador
5671ae6e-ba88-4fbb-b2dd-5c0c4e65ce60,eu quero entrar na engie
5671ae6e-ba88-4fbb-b2dd-5c0c4e65ce60,vamos meninas digitais
a24b5393-ee39-4272-8f84-7f95fa794341,engie brilhando como sempre
6933d6a3-26d4-4177-97e9-e7325d50bfaa,insights importantes da vida de uma profissional em ti na palestra engie
b2b4af06-4544-44ae-8b60-f90bdc1f0fe2,ansiosa pela camisa
b2b4af06-4544-44ae-8b60-f90bdc1f0fe2,pelo momento da foto
b2b4af06-4544-44ae-8b60-f90bdc1f0fe2,amei participar do painel
b2b4af06-4544-44ae-8b60-f90bdc1f0fe2,obrigada pelo convite
3ccb2413-c5f6-418c-bf49-a88e2e449ff0,muito bom o wit
c08bca4e-d84f-4567-b938-d29470fd6d02,está sendo muito maravilhoso
c08bca4e-d84f-4567-b938-d29470fd6d02,"amando muito a oportunidade de participar desse evento, incrível"
b26c0a2d-f5a9-4708-a4ec-8603756202d8,minhas alunas estão empolgadíssimas de sair na foto da meninas digitais
2b2df6db-e384-443a-a905-232ffc8dac58,o wit está incrível
2b2df6db-e384-443a-a905-232ffc8dac58,sou suspeita pra falar
537d3fe2-2cd9-4d63-a1cf-6c6d288411ff,o jantar de ontem foi muito especial
537d3fe2-2cd9-4d63-a1cf-6c6d288411ff,que alegria participar desse evento
5b1bd074-2e84-4caf-854b-505a36f8a606,parabéns perfeito
5b1bd074-2e84-4caf-854b-505a36f8a606,"gostei bastante, bons assuntos abordados"
1bfbf56f-28e4-4dee-874f-83823030bda3,amei a camiseta 👕 ✨️
5b1bd074-2e84-4caf-854b-505a36f8a606,parabéns
5b1bd074-2e84-4caf-854b-505a36f8a606,show
3f3583d6-1037-423a-9a58-0b27ea89d428,a blusa do wit é linda demais
7ab458bd-970a-40e5-9525-ee10be806901,"minha primeira vez, no evento"
7ab458bd-970a-40e5-9525-ee10be806901,amei tudo
1b4e9684-e087-4145-88d4-125c44975a1c,lindos relatos de trajetória profissional
1b4e9684-e087-4145-88d4-125c44975a1c,pessoal
7ab458bd-970a-40e5-9525-ee10be806901,"as palestras muito ricas, amei tudo"
3f3583d6-1037-423a-9a58-0b27ea89d428,organização do evento arrasou
1b4e9684-e087-4145-88d4-125c44975a1c,"a palestra foi maravilhosa, seria interessante se o meninas digitais tivesse iniciativas concretas para empregar nossa comunidade, criando parcerias com instituições privadas"
1b4e9684-e087-4145-88d4-125c44975a1c,programas parceiros
e9b594f7-6309-4190-9032-4dde803e2d6a,muito linda a camisa das meninas digitais ❤️❤️
af226d00-c366-4e2d-9c27-2b3ed3d78273,foi maravilhoso
af226d00-c366-4e2d-9c27-2b3ed3d78273,conhecimentos extremamente valiosos
908bb7b4-88ca-4d4c-83d1-513a4e11c569,amei a camisa das meninas digitais
908bb7b4-88ca-4d4c-83d1-513a4e11c569,a corrida do csbc foi top
af226d00-c366-4e2d-9c27-2b3ed3d78273,evento muito bem organizado
af226d00-c366-4e2d-9c27-2b3ed3d78273,oportuno para se sentir acolhida
cd5e94b1-51c2-4147-a20b-9e1345a0adad,eu amei o encontro dos projetos parceiros da meninonas digitais
cd5e94b1-51c2-4147-a20b-9e1345a0adad,estou ansiosa para a palestra da embraer 😍😍
af226d00-c366-4e2d-9c27-2b3ed3d78273,amei a camiseta das meninas digitais
af226d00-c366-4e2d-9c27-2b3ed3d78273,"o evento foi incrível, já estou ansiosa para o próximo ano"
1c7000ea-e558-4ef4-93d8-2c018ec84123,"camiseta linda demais, amei💜"
5c7c797e-febc-42ad-883a-7aaefc221bb2,camisa maravilhosa ❤️
e56b565e-2680-4f05-bfb5-f672c691d632,a camiseta é belíssima
489050ba-f6ce-4f05-a8ce-d6bdee47371a,"muito feliz em estar fazendo parte do wit esse ano, o mar azul da foto foi sensacional"
3853a3fa-b147-4e93-b479-539e9c2370b2,"adorei a animação da senhorinha na hora da fotografia, amei a receptivo"
8a9fc84a-4a91-46ee-b112-e39d627e2abd,amei a blusa do wit
97bb898c-af32-4429-b56c-5914309a8775,ansiosa pela apresentação dos banners
5c7c797e-febc-42ad-883a-7aaefc221bb2,muito obrigada meninas
06f1249e-61d1-4916-a745-f29b8095822b,amando participar ❤️
c5b8399a-a600-4d95-86c9-4de0d38c3d25,ameiii
2d008ba4-8834-40ce-9c01-468181373d96,maravilhoso ♥️
2d008ba4-8834-40ce-9c01-468181373d96,ótimo 💜
e6c29589-e8e1-47aa-be9e-aecde3b1f82b,adorei os temas
e6c29589-e8e1-47aa-be9e-aecde3b1f82b,"salas aconchegantes, só o ar que tá muito gelado"
d80527f2-da3b-4fdb-b561-ed54f7f044d9,estou adorando o evento
d80527f2-da3b-4fdb-b561-ed54f7f044d9,parabéns
d80527f2-da3b-4fdb-b561-ed54f7f044d9,projetos parceiros são maravilhosos
5ca22f49-b601-4a36-81af-dba71e05cf97,palestras muito boas
5ca22f49-b601-4a36-81af-dba71e05cf97,evento maravilhoso
8e1a9311-52fe-4567-8c58-70f0e2281925,renacee md é maravilhoso
fa22c635-07b6-4718-9309-2665ad2d1a12,muito legal ver os outros projetos do cnpq
fa22c635-07b6-4718-9309-2665ad2d1a12,engie me contrata
8e1a9311-52fe-4567-8c58-70f0e2281925,ansiosa pela foto oficial desse ano
fd51eca2-7207-474a-8495-5c0e5f20aea5,muito boa as histórias
fd51eca2-7207-474a-8495-5c0e5f20aea5,gostei bastante
fd51eca2-7207-474a-8495-5c0e5f20aea5,muito interessante
9ea006aa-40fb-4edc-98dd-39d527a61d6d,amei
9ea006aa-40fb-4edc-98dd-39d527a61d6d,incrível
b7c16dca-5c66-4a7b-8685-96474b1617e0,ansiosa para dar continuidade a segunda sessão de pôsteres
a2172412-8829-44fe-a1bb-c21eb82571aa,as camisas wit 2025 estão belíssimas🫶🏻
6d48edcf-e6d6-48d3-a2e0-e9296cb697f3,a foto foi um momento muito massa
c8194828-4572-4490-92ca-12b49d139fba,adorei as camisetas
bc2f024f-816c-4560-b2e7-fe905d1a0478,muito bom
71ba845f-dca4-4b80-a9fc-5012503262d8,palestras incríveis
bc2f024f-816c-4560-b2e7-fe905d1a0478,conteúdo riquíssimo
71ba845f-dca4-4b80-a9fc-5012503262d8,bastante agregador
71ba845f-dca4-4b80-a9fc-5012503262d8,amei!
bc2f024f-816c-4560-b2e7-fe905d1a0478,amei!!
71ba845f-dca4-4b80-a9fc-5012503262d8,mal posso esperar pelas próximas palestras
bc2f024f-816c-4560-b2e7-fe905d1a0478,ansiosa para nossa próxima sessão
be669223-c64d-4256-b488-d6a63a1f5117,muito interessante a ideia de gamificação com o aplicativo
be28feaa-bc8c-45e6-b109-e943185c33f5,"as palestras são ótimas retratando a realidades de muitas mulheres ,"
be28feaa-bc8c-45e6-b109-e943185c33f5,nos inspirado cada vez mais
be669223-c64d-4256-b488-d6a63a1f5117,"a camiseta está linda, adorei"
fcd08197-e61d-4cc4-8460-7859bc9ee761,um momento cheio de aprendizado
fcd08197-e61d-4cc4-8460-7859bc9ee761,amei
edb1ed7b-5a06-419c-bbb0-692a9fbf269e,gostei bastante da iniciativa de ensino de programação competitiva para meninas em escolas públicas
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,amei a apresentação de projetos
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,super inspiradores
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,sessão de posters muito linda
edb1ed7b-5a06-419c-bbb0-692a9fbf269e,as estatísticas são bastante otimistas
fcd08197-e61d-4cc4-8460-7859bc9ee761,momento enriquecedor
fcd08197-e61d-4cc4-8460-7859bc9ee761,gostei muito
7695e714-3a65-4d70-af59-1b2052e09d00,muito bom
7695e714-3a65-4d70-af59-1b2052e09d00,gostei
0fd4184b-054c-4f30-a68f-4f62688e40b4,primeira vez no congresso
0fd4184b-054c-4f30-a68f-4f62688e40b4,voltarei nos próximos com certeza
489050ba-f6ce-4f05-a8ce-d6bdee47371a,parabéns aos projetos parceiros
6f0e3eaf-fbf3-4cda-afac-5bea2ead2b37,parabéns pelo evento
6f0e3eaf-fbf3-4cda-afac-5bea2ead2b37,evento muito bem organizado
6f0e3eaf-fbf3-4cda-afac-5bea2ead2b37,gostei da exposição dos projetos parceiros
4775372c-ada6-4087-bb2c-70b01e4bd2f8,"palestra maravilhosa demais, muito conhecimento compartilhado ☺️"
7ff8200d-cf7f-46b9-82e4-f6cf85fded45,evento perfeito
92884dd4-6d85-4439-b8ed-855f735d689a,ótimo
92884dd4-6d85-4439-b8ed-855f735d689a,ufs aquii
1130f3f4-1e33-482d-a327-745c63f1516b,amei os pôsteres
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,que bom ver tantos pôsteres de programas parceiros
7ff8200d-cf7f-46b9-82e4-f6cf85fded45,o segundo dia também está sendo incrível
575e397c-e7d3-4587-9a09-46e3df1ccdf4,adorei conhecer novos projetos parceiros durante a sessão de pôster
